image_name,annotation_index,class_name,class_id,x_min,y_min,x_max,y_max,box_width,box_height,image_width,image_height
RT_AL_05_14492794,0,slag_inclusion,4,542,323,758,399,216,76,1280,720
RT_AL_05_14492806,0,slag_inclusion,4,576,311,744,411,168,100,1280,720
RT_AL_05_14492806,1,slag_inclusion,4,268,279,348,391,80,112,1280,720
RT_AL_05_14492843,0,slag_inclusion,4,16,307,124,403,108,96,1280,720
RT_AL_05_14492845,0,slag_inclusion,4,590,278,674,450,84,172,1280,720
RT_AL_05_14492845,1,slag_inclusion,4,282,390,426,490,144,100,1280,720
RT_AL_05_14492845,2,slag_inclusion,4,26,294,122,390,96,96,1280,720
RT_AL_05_14492845,3,slag_inclusion,4,578,126,610,158,32,32,1280,720
RT_AL_05_14492845,4,slag_inclusion,4,942,158,982,190,40,32,1280,720
RT_AL_05_14492847,0,slag_inclusion,4,509,319,741,399,232,80,1280,720
RT_AL_05_14492884,0,slag_inclusion,4,498,293,822,413,324,120,1280,720
RT_AL_05_14492886,0,slag_inclusion,4,610,320,666,404,56,84,1280,720
RT_AL_05_14492906,0,slag_inclusion,4,545,288,760,436,215,148,1280,720
RT_AL_05_14492910,0,slag_inclusion,4,568,342,688,374,120,32,1280,720
RT_AL_05_14492910,1,slag_inclusion,4,820,338,968,394,148,56,1280,720
RT_AL_05_14492910,2,slag_inclusion,4,16,338,88,374,72,36,1280,720
RT_AL_05_14492914,0,slag_inclusion,4,579,292,700,416,121,124,1280,720
RT_AL_05_14492914,1,slag_inclusion,4,408,256,463,376,55,120,1280,720
RT_AL_05_14492914,2,slag_inclusion,4,222,232,338,376,116,144,1280,720
RT_AL_05_14492914,3,slag_inclusion,4,775,332,851,432,76,100,1280,720
RT_AL_05_14492954,0,slag_inclusion,4,475,299,819,419,344,120,1280,720
RT_AL_05_14492977,0,slag_inclusion,4,594,260,674,468,80,208,1280,720
RT_AL_05_14492977,1,slag_inclusion,4,446,312,522,468,76,156,1280,720
RT_AL_05_14493018,0,slag_inclusion,4,556,280,716,436,160,156,1280,720
RT_AL_05_14493029,0,slag_inclusion,4,593,340,725,380,132,40,1280,720
RT_AL_05_14493049,0,slag_inclusion,4,575,316,711,404,136,88,1280,720
RT_AL_05_14493055,0,slag_inclusion,4,580,314,700,398,120,84,1280,720
RT_AL_05_14493059,0,slag_inclusion,4,549,255,733,455,184,200,1280,720
RT_AL_05_14493063,0,slag_inclusion,4,568,267,716,463,148,196,1280,720
RT_AL_05_14493068,0,slag_inclusion,4,556,288,708,432,152,144,1280,720
RT_AL_05_14493074,0,slag_inclusion,4,449,230,837,478,388,248,1280,720
RT_AL_05_14493100,0,slag_inclusion,4,344,319,444,399,100,80,1280,720
RT_AL_05_14493100,1,slag_inclusion,4,496,363,584,431,88,68,1280,720
RT_AL_05_14493100,2,slag_inclusion,4,724,255,828,415,104,160,1280,720
RT_AL_05_14493112,0,slag_inclusion,4,508,4,584,88,76,84,1280,720
RT_AL_05_14493120,0,slag_inclusion,4,590,316,694,400,104,84,1280,720
RT_AL_05_14493120,1,slag_inclusion,4,438,300,538,404,100,104,1280,720
RT_AL_05_14493125,0,slag_inclusion,4,792,338,1160,386,368,48,1280,720
RT_AL_05_14493131,0,slag_inclusion,4,541,282,761,470,220,188,1280,720
RT_AL_05_14493170,0,slag_inclusion,4,595,280,703,396,108,116,1280,720
RT_AL_05_14493196,0,slag_inclusion,4,116,314,380,418,264,104,1280,720
RT_AL_05_14493196,1,slag_inclusion,4,532,298,744,430,212,132,1280,720
RT_AL_05_14493196,2,slag_inclusion,4,960,270,1176,366,216,96,1280,720
RT_AL_05_14493204,0,slag_inclusion,4,577,282,697,450,120,168,1280,720
RT_AL_05_14493218,0,slag_inclusion,4,588,315,684,411,96,96,1280,720
RT_AL_05_14493218,1,slag_inclusion,4,28,335,88,519,60,184,1280,720
RT_AL_05_14493241,0,slag_inclusion,4,390,335,902,395,512,60,1280,720
RT_AL_05_14493244,0,slag_inclusion,4,579,291,695,423,116,132,1280,720
RT_AL_05_14493244,1,slag_inclusion,4,431,275,555,443,124,168,1280,720
RT_AL_05_14493244,2,slag_inclusion,4,271,243,375,387,104,144,1280,720
RT_AL_05_14493244,3,slag_inclusion,4,111,231,219,355,108,124,1280,720
RT_AL_05_14493264,0,slag_inclusion,4,598,300,686,412,88,112,1280,720
RT_AL_05_14493280,0,slag_inclusion,4,893,334,1125,466,232,132,1280,720
RT_AL_05_14493280,1,slag_inclusion,4,569,302,709,422,140,120,1280,720
RT_AL_05_14493280,2,slag_inclusion,4,325,318,485,442,160,124,1280,720
RT_AL_05_14493280,3,slag_inclusion,4,21,278,221,402,200,124,1280,720
RT_AL_05_14493285,0,slag_inclusion,4,597,314,721,402,124,88,1280,720
RT_AL_05_14493285,1,slag_inclusion,4,325,242,557,410,232,168,1280,720
RT_AL_05_14493285,2,slag_inclusion,4,209,262,305,338,96,76,1280,720
RT_AL_05_14493287,0,slag_inclusion,4,493,265,759,457,266,192,1280,720
RT_AL_05_14493287,1,slag_inclusion,4,731,385,969,541,238,156,1280,720
RT_AL_05_14493291,0,slag_inclusion,4,1090,332,1192,396,102,64,1280,720
RT_AL_05_14493291,1,slag_inclusion,4,937,384,1030,444,93,60,1280,720
RT_AL_05_14493291,2,slag_inclusion,4,701,288,775,416,74,128,1280,720
RT_AL_05_14493291,3,slag_inclusion,4,109,296,206,364,97,68,1280,720
RT_AL_05_14493291,4,slag_inclusion,4,933,304,970,332,37,28,1280,720
RT_AL_05_14493312,0,slag_inclusion,4,585,308,690,416,105,108,1280,720
RT_AL_05_14493316,0,slag_inclusion,4,527,301,747,413,220,112,1280,720
RT_AL_05_14493316,1,slag_inclusion,4,59,253,323,449,264,196,1280,720
RT_AL_05_14493327,0,slag_inclusion,4,570,302,706,414,136,112,1280,720
RT_AL_05_14493341,0,slag_inclusion,4,560,333,690,377,130,44,1280,720
RT_AL_05_14493341,1,slag_inclusion,4,606,389,656,429,50,40,1280,720
RT_AL_05_14493343,0,slag_inclusion,4,577,294,693,434,116,140,1280,720
RT_AL_05_14493343,1,slag_inclusion,4,1029,334,1169,458,140,124,1280,720
RT_AL_05_14493351,0,slag_inclusion,4,581,289,709,417,128,128,1280,720
RT_AL_05_14493373,0,slag_inclusion,4,893,319,1070,403,177,84,1280,720
RT_AL_05_14493376,0,slag_inclusion,4,29,262,229,442,200,180,1280,720
RT_AL_05_14493376,1,slag_inclusion,4,329,290,525,434,196,144,1280,720
RT_AL_05_14493376,2,slag_inclusion,4,569,306,741,410,172,104,1280,720
RT_AL_05_14493376,3,slag_inclusion,4,877,298,1181,466,304,168,1280,720
RT_AL_05_14493380,0,slag_inclusion,4,571,298,719,430,148,132,1280,720
RT_AL_05_14493381,0,slag_inclusion,4,481,240,785,460,304,220,1280,720
RT_AL_05_14493390,0,slag_inclusion,4,294,326,410,422,116,96,1280,720
