image_id,image_name,image_path,json_path,image_exists,json_exists,parse_success,inspection_type,material,width,height,status,classes,num_annotations,valid
14563361,VT_ST_00_14563361,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563361.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563361.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563370,VT_ST_00_14563370,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563370.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563370.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563391,VT_ST_00_14563391,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563391.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563391.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563396,VT_ST_00_14563396,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563396.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563396.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563398,VT_ST_00_14563398,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563398.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563398.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563419,VT_ST_00_14563419,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563419.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563419.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563422,VT_ST_00_14563422,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563422.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563422.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563449,VT_ST_00_14563449,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563449.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563449.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563457,VT_ST_00_14563457,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563457.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563457.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563458,VT_ST_00_14563458,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563458.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563458.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563464,VT_ST_00_14563464,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563464.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563464.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563474,VT_ST_00_14563474,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563474.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563474.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563479,VT_ST_00_14563479,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563479.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563479.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563501,VT_ST_00_14563501,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563501.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563501.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563504,VT_ST_00_14563504,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563504.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563504.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563513,VT_ST_00_14563513,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563513.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563513.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563538,VT_ST_00_14563538,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563538.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563538.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563541,VT_ST_00_14563541,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563541.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563541.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563552,VT_ST_00_14563552,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563552.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563552.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563563,VT_ST_00_14563563,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563563.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563563.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563577,VT_ST_00_14563577,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563577.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563577.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563613,VT_ST_00_14563613,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563613.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563613.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563626,VT_ST_00_14563626,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563626.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563626.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563654,VT_ST_00_14563654,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563654.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563654.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563669,VT_ST_00_14563669,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563669.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563669.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563676,VT_ST_00_14563676,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563676.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563676.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563693,VT_ST_00_14563693,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563693.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563693.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563719,VT_ST_00_14563719,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563719.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563719.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563725,VT_ST_00_14563725,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563725.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563725.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563735,VT_ST_00_14563735,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563735.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563735.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563737,VT_ST_00_14563737,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563737.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563737.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563738,VT_ST_00_14563738,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563738.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563738.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563742,VT_ST_00_14563742,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563742.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563742.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563745,VT_ST_00_14563745,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563745.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563745.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563772,VT_ST_00_14563772,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563772.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563772.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563781,VT_ST_00_14563781,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563781.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563781.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563797,VT_ST_00_14563797,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563797.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563797.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563805,VT_ST_00_14563805,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563805.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563805.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563809,VT_ST_00_14563809,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563809.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563809.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563812,VT_ST_00_14563812,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563812.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563812.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563840,VT_ST_00_14563840,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563840.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563840.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563853,VT_ST_00_14563853,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563853.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563853.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563855,VT_ST_00_14563855,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563855.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563855.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563861,VT_ST_00_14563861,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563861.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563861.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563864,VT_ST_00_14563864,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563864.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563864.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563865,VT_ST_00_14563865,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563865.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563865.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563869,VT_ST_00_14563869,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563869.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563869.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563870,VT_ST_00_14563870,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563870.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563870.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563874,VT_ST_00_14563874,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563874.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563874.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563885,VT_ST_00_14563885,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563885.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563885.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563896,VT_ST_00_14563896,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563896.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563896.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563899,VT_ST_00_14563899,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563899.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563899.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563907,VT_ST_00_14563907,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563907.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563907.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563908,VT_ST_00_14563908,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563908.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563908.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563918,VT_ST_00_14563918,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563918.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563918.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563950,VT_ST_00_14563950,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563950.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563950.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563964,VT_ST_00_14563964,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563964.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563964.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563970,VT_ST_00_14563970,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563970.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563970.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563974,VT_ST_00_14563974,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563974.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563974.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14563982,VT_ST_00_14563982,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563982.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563982.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14563996,VT_ST_00_14563996,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14563996.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14563996.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14564007,VT_ST_00_14564007,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564007.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564007.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564018,VT_ST_00_14564018,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564018.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564018.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14564030,VT_ST_00_14564030,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564030.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564030.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14564032,VT_ST_00_14564032,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564032.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564032.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564035,VT_ST_00_14564035,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564035.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564035.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564039,VT_ST_00_14564039,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564039.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564039.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564045,VT_ST_00_14564045,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564045.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564045.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564057,VT_ST_00_14564057,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564057.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564057.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14564059,VT_ST_00_14564059,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564059.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564059.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564062,VT_ST_00_14564062,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564062.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564062.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564098,VT_ST_00_14564098,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564098.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564098.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14564101,VT_ST_00_14564101,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564101.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564101.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14564105,VT_ST_00_14564105,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564105.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564105.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14564121,VT_ST_00_14564121,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564121.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564121.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564136,VT_ST_00_14564136,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564136.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564136.json,True,True,True,VT,ST,2160,3840,normal,,1,True
14564141,VT_ST_00_14564141,data/raw/steel/01.원천데이터/3. VTST/VT_ST_00_14564141.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_00_14564141.json,True,True,True,VT,ST,3840,2160,normal,,1,True
14597900,VT_ST_02_14597900,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14597900.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14597900.json,True,True,True,VT,ST,1280,720,defect,porosity,11,True
14598000,VT_ST_02_14598000,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14598000.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14598000.json,True,True,True,VT,ST,1280,720,defect,porosity,1,True
14598001,VT_ST_02_14598001,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14598001.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14598001.json,True,True,True,VT,ST,1280,720,defect,porosity,4,True
14598009,VT_ST_02_14598009,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14598009.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14598009.json,True,True,True,VT,ST,1280,720,defect,porosity,2,True
14598500,VT_ST_02_14598500,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14598500.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14598500.json,True,True,True,VT,ST,1280,720,defect,porosity,6,True
14598600,VT_ST_02_14598600,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14598600.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14598600.json,True,True,True,VT,ST,1280,720,defect,porosity,10,True
14599003,VT_ST_02_14599003,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599003.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599003.json,True,True,True,VT,ST,1280,720,defect,porosity,19,True
14599675,VT_ST_02_14599675,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599675.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599675.json,True,True,True,VT,ST,1280,720,defect,porosity,7,True
14599679,VT_ST_02_14599679,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599679.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599679.json,True,True,True,VT,ST,1280,720,defect,porosity,3,True
14599681,VT_ST_02_14599681,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599681.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599681.json,True,True,True,VT,ST,1280,720,defect,porosity,14,True
14599686,VT_ST_02_14599686,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599686.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599686.json,True,True,True,VT,ST,1280,720,defect,porosity,8,True
14599690,VT_ST_02_14599690,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599690.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599690.json,True,True,True,VT,ST,1280,720,defect,porosity,29,True
14599693,VT_ST_02_14599693,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599693.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599693.json,True,True,True,VT,ST,1280,720,defect,porosity,2,True
14599695,VT_ST_02_14599695,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599695.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599695.json,True,True,True,VT,ST,1280,720,defect,porosity,57,True
14599700,VT_ST_02_14599700,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599700.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599700.json,True,True,True,VT,ST,1280,720,defect,porosity,31,True
14599708,VT_ST_02_14599708,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599708.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599708.json,True,True,True,VT,ST,1280,720,defect,porosity,27,True
14599715,VT_ST_02_14599715,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599715.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599715.json,True,True,True,VT,ST,1280,720,defect,porosity,37,True
14599719,VT_ST_02_14599719,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599719.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599719.json,True,True,True,VT,ST,1280,720,defect,porosity,8,True
14599731,VT_ST_02_14599731,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599731.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599731.json,True,True,True,VT,ST,1280,720,defect,porosity,25,True
14599734,VT_ST_02_14599734,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599734.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599734.json,True,True,True,VT,ST,1280,720,defect,porosity,1,True
14599735,VT_ST_02_14599735,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599735.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599735.json,True,True,True,VT,ST,1280,720,defect,porosity,6,True
14599736,VT_ST_02_14599736,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599736.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599736.json,True,True,True,VT,ST,1280,720,defect,porosity,13,True
14599741,VT_ST_02_14599741,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599741.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599741.json,True,True,True,VT,ST,1280,720,defect,porosity,10,True
14599744,VT_ST_02_14599744,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599744.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599744.json,True,True,True,VT,ST,1280,720,defect,porosity,7,True
14599747,VT_ST_02_14599747,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599747.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599747.json,True,True,True,VT,ST,1280,720,defect,porosity,8,True
14599748,VT_ST_02_14599748,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599748.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599748.json,True,True,True,VT,ST,1280,720,defect,porosity,8,True
14599769,VT_ST_02_14599769,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599769.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599769.json,True,True,True,VT,ST,1280,720,defect,porosity,12,True
14599772,VT_ST_02_14599772,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599772.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599772.json,True,True,True,VT,ST,1280,720,defect,porosity,1,True
14599784,VT_ST_02_14599784,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599784.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599784.json,True,True,True,VT,ST,1280,720,defect,porosity,8,True
14599793,VT_ST_02_14599793,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599793.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599793.json,True,True,True,VT,ST,1280,720,defect,porosity,10,True
14599801,VT_ST_02_14599801,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599801.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599801.json,True,True,True,VT,ST,1280,720,defect,porosity,6,True
14599802,VT_ST_02_14599802,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599802.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599802.json,True,True,True,VT,ST,1280,720,defect,porosity,1,True
14599806,VT_ST_02_14599806,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599806.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599806.json,True,True,True,VT,ST,1280,720,defect,porosity,40,True
14599807,VT_ST_02_14599807,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599807.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599807.json,True,True,True,VT,ST,1280,720,defect,porosity,2,True
14599808,VT_ST_02_14599808,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599808.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599808.json,True,True,True,VT,ST,1280,720,defect,porosity,4,True
14599813,VT_ST_02_14599813,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599813.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599813.json,True,True,True,VT,ST,1280,720,defect,porosity,4,True
14599815,VT_ST_02_14599815,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599815.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599815.json,True,True,True,VT,ST,1280,720,defect,porosity,4,True
14599826,VT_ST_02_14599826,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599826.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599826.json,True,True,True,VT,ST,1280,720,defect,porosity,10,True
14599827,VT_ST_02_14599827,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599827.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599827.json,True,True,True,VT,ST,1280,720,defect,porosity,3,True
14599828,VT_ST_02_14599828,data/raw/steel/01.원천데이터/3. VTST/VT_ST_02_14599828.jpg,data/raw/steel/02.라벨링데이터/3. VTST/VT_ST_02_14599828.json,True,True,True,VT,ST,1280,720,defect,porosity,33,True
